name;url;price;currency;description;brand;avg_rating;reviews_count;pack_size;ingredients;percentage_alcohol;serving_size
J20 Apple & Raspberry 275Ml X 6;https://www.tesco.com/groceries/en-GB/products/298358063;6.25;GBP;Apple and Raspberry Soft Drink with Sugar and Sweetener. For more information visit www.j2o.co.uk or follow @J2O on Facebook and @drinkj2o on Instagram. An exquisite blend of refreshing apple and sweet raspberry for a mouth-watering flavour;J2O;3.7;3;Pack size: 1650ML;Water, Fruit Juices from Concentrate (Apple 21%, Raspberry 4%), Sugar, Stabiliser (Pectin), Colour (Anthocyanins), Acid (Citric Acid), Flavourings, Acidity Regulator (Sodium Citrate), Preservative (Potassium Sorbate), Antioxidant (Ascorbic Acid), Sweetener (Sucralose);;275ml bottle = 1 serving
Create Your Own Bottle;https://www.tesco.com/groceries/en-GB/products/303079535;10;GBP;Create Your Own Bottle. Decorate your own water bottle as you color in fun pre-printed illustrations,Attach your water bottle to your favorite on-the-go accessory with the included carabiner clip;SUPPLIER;;;;;;
Sierra Nevada Pale Ale 350Ml;https://www.tesco.com/groceries/en-GB/products/260340049;1.8;GBP;Beer. Purest ingredients,Finest quality;SIERRA NEVADA;5;3;Pack size: 350ML;;5.6% vol;
Goodfella's Stonebaked Thin Margherita 345G;https://www.tesco.com/groceries/en-GB/products/266459126;2.85;GBP;A Stonebaked Thin Pizza Base Topped with Tomato Sauce, Mozzarella Cheese & Cheddar Cheese. For a sustainable tomorrow. Making a difference with responsibly sourced and prepared food every day. GOODFELLASPIZZAS.COM/OUR-SUSTAINABLE-PATH. Made with Respect,Baked on Italian stone for a crispy base,Suitable for Vegetarians;GOODFELLA'S;3.5;12;Pack size: 0.345KG;Wheat Flour, Cheese Blend (31%) (Mozzarella Cheese (Milk), Cheddar Cheese (Milk) in varying proportions), Water, Tomato Purée, Yeast, Rapeseed Oil, Chicory Root Fibre, Cornflour, Salt, Garlic Purée, Basil, Oregano, Black Pepper;;This pack contains 2 servings
Casebound A4 Wtv Diary 2023;https://www.tesco.com/groceries/en-GB/products/312214374;4;GBP;Casebound A4 Wtv Diary 2023. Stylish vinyl cover with foiled year stamp,Choice of Colours (Navy Blue or Black),70gsm FSC Paper;ANKER;;;;;;
Nip+Fab Retinol Fix Sheet Mask 25Ml;https://www.tesco.com/groceries/en-GB/products/306815259;5;GBP;Nip+Fab Retinol Fix Sheet Mask 25ml . In 15 minutes you can reveal a refreshed and renewed complexion with our Retinol Fix Sheet Mask, formulated with a blend of retinoids and antioxidants. Refresh, renew and revitalise the complexion with retinoid and coconut water,15 minutes,Retinol + coconut water,Unclogs + tightens,Moisturising + hydrating,15 minutes is all it takes to reveal a refreshed and renewed complexion with our Retinol Fix Sheet Mask, formulated with a blend of retinoids and antioxidants,Reduce blemishes,Calming, Soothing,Nourish;NIP & FAB;;;Pack size: 25ML;(Aqua) Water, Glycerin, Butylene Glycol, Pentaerythrityl Tetraethylhexanoate, 1, 2-Hexanediol, Hydroxyacetophenone, Cetyl Ethylhexanoate, Cetearyl Alcohol, Betaine, Glyceryl Stearate, Dimethicone, Adenosine, C14-22 Alcohols, Trehalose, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, Dipotassium Glycyrrhizate, C12-20 Alkyl Glucoside, Caprylic/Capric Triglyceride, Sodium Hyaluronate, Parfum (Fragrance), Glyceryl Acrylate/Acrylic Acid Copolymer, Leontopodium Alpinum Callus Culture Extract, Cocos Nucifera (Coconut) Fruit Juice, Cocos Nucifera (Coconut) Water, Polysorbate 20, Polycaprolactone, Retinol, Lecithin, Palmitoyl Tripeptide-5, Ceramide NP, Sodium Magnesium Silicate, Phaseolus Radiatus Seed Extract, BHT, Glucose, Avena Sativa (Oat) Meal Extract;;
Yeo Valley Organic Block Butter 250G;https://www.tesco.com/groceries/en-GB/products/257854718;3;GBP;Salted Butter. Collect 15 Yeokens Inside the Wrapper. UK, 18+. Purchase necessary. See yeovalley.co.uk/yeokens for details.. Design: bigfish.co.uk. Our Salted butter is churned using organic milk from cows free to roam on clover-rich pastures,Organic British Milk,Rich & creamy,Suitable for vegetarians;YEO VALLEY;4.7;30;Pack size: 250G;Organic Unsalted Butter (Milk), Salt* (1.5%), Minimum Fat content 80%, *Non-Organic ingredient;;
Lifebuoy Multisurface Antibacterial Eco Refill Spray 70Ml;https://www.tesco.com/groceries/en-GB/products/309199406;1.5;GBP;Lifebuoy M/Surf Antibac Eco Ref Spray 70ml . Lifebuoy Antibacterial Disinfectant Spray Ecorefill kills 99.9% of bacteria and viruses*,This multi-purpose cleaner spray contains our unique BotaniTECH technology,This Ecorefill for the Cleaner Spray bottle is 10x concentrated, meaning you get 700 ml of cleaning spray with just one Ecorefill,Lifebuoy surface cleaner Ecorefill is designed to clean and disinfect washable surfaces in your home,With Lifebuoy Multi-Surface Antibacterial Ecorefill you get the same amount of the cleaner spray with 75% less plastic,Try other cleaning products and hygiene products from Lifebuoy;LIFEBUOY;4.7;52;Pack size: 70ML;5- 15% Non-ionic Surfactants, Cationic Surfactants. <5% Perfume, Phenoxyethanol, Limonene, Linalool, Hexyl Cinnamal, Geraniol. Active ingredient in 100g of product: Benzalkonium Chloride 7.5g;;
Talking Tables Confetti Ballons Pastel;https://www.tesco.com/groceries/en-GB/products/308275829;2;GBP;Talking Tables Confetti Ballons Pastel. Wow your guests with these great confetti spot balloons;TALKING TABLES;3;1;;;;
Duracell Plus 9V 2 Pack;https://www.tesco.com/groceries/en-GB/products/251457927;7.75;GBP;Duracell Plus 9V 2 Pack. • 100% LIFE GUARANTEED*,• Suited for everyday devices,• SAFETY : Superior Nylon top closure helps preventing our batteries from leakage,• DURABILITY: keep the energy of your unused batteries for up to 5 years in their packaging (ambient storage),• 98% of our paper-based packs are made from recycled materials.,• Available in AA, AAA, C, D, 4.5 V and 9 V sizes,• *Commercial guarantee vs. the Minimum Average Duration across 2015 IEC 9V battery tests. Results may vary by device or usage pattern (IEC's website);DURACELL;4.9;47;;;;
Finish Lemon Dishwasher Cleaner 250 Ml;https://www.tesco.com/groceries/en-GB/products/259454751;3.5;GBP;Finish Lemon Dishwasher Cleaner 250 Ml. Dishwasher Cleaner removes grease and lime scale even in the hidden part of your machine.,Cleaner dishwasher results in longer a lasting machine and cleaner dishes.,Finish is #1 Recommended by renowned dishwasher manufacturers Bosch, Electrolux, Indesit, Siemens;FINISH;4.3;46;Pack size: 250ML;;;
Wild Animals 6 Pack;https://www.tesco.com/groceries/en-GB/products/281382932;3;GBP;Wild Animals 6 Pack;GROSSMAN;;;;;;
Calm Totem Accessories Case 2 Pack;https://www.tesco.com/groceries/en-GB/products/312341643;5;GBP;Calm Totem Accessories Case 2 Pack. Pack of 2. Case 1: 245mm x 180mm. Case 2: 192mm x 136mm,Luxury soft feel lined green case, placed inside a fashionably printed clear EVA case.,Gold zipper detail.;ANKER;;;;;;
Organix Cocoa & Vanilla Gruffalo Biscuits 5X20g;https://www.tesco.com/groceries/en-GB/products/302315736;2.5;GBP;Organic cocoa & vanilla Gruffalo biscuits containing wheat flour & wholegrain cereals, grape juice, cocoa powder & vanilla extract. Join us for lots of tips, advice and recipes for every stage. www.organix.com. I'm organic,Explore & play,My favourite food!,No junk promise,Contains naturally occurring sugars,Delicious biscuits to explore and inspire imaginative play,No added salt,No artificial colours or flavours,Vegetarian & vegan friendly;ORGANIX;4.4;10;Pack size: 100G;<strong>Wheat</strong> Flour 38.6%, Grape Juice Concentrate 24.9%, Wholegrain <strong>Wheat</strong> Flour 20.8%, Sustainably Sourced Palm Oil 5.9%, Sunflower Oil 3.6%, Wholegrain <strong>Oat</strong> Flour 3.0%, Cocoa Powder 2.1%, Vanilla Extract 0.5%, Lemon Juice Concentrate 0.4%, Raising Agent (Sodium Bicarbonate)* 0.3%, Thiamin (Vitamin B1)* <0.1%, Total 100%, *Raising Agent (Sodium Bicarbonate) and Thiamin (Vitamin B1) have no organic certification;;
The Tofoo Co. Sweet Chilli Nuggets 225G;https://www.tesco.com/groceries/en-GB/products/312339439;2.7;GBP;Defrosted diced pasteurised tofu coated in sweet chilli breadcrumb, lightly fried in rapeseed oil. Give your tastebuds an extra kick and try out this tasty Tofoo recipe. Visit tofoo.co.uk for inspiration. Tofu with Taste,Whole chunks of handmade tofu in a surprisingly cheeky sweet chilli crispy crumb,Suitable for vegans;THE TOFOO CO;;;Pack size: 225G;Tofu (56%) (Water, Soya Beans, Nigari), Sweet Chilli Breadcrumb (23%) (Breadcrumb (Wheat Flour (Calcium Carbonate, Iron, Niacin, Thiamine), Yeast, Salt), Sugar, Onion Powder, Sea Salt, Garlic Powder, Spirit Vinegar Powder, Red Pepper, Chilli Flakes, Cayenne Chilli, Wheat Flour (Calcium Carbonate, Iron, Niacin, Thiamine), Colour: Paprika Extract), Water, Wheat Flour (Calcium Carbonate, Iron, Niacin, Thiamine), Rapeseed Oil;;Pack contains 2 servings
Urbii Lightning Usb Cable;https://www.tesco.com/groceries/en-GB/products/295450804;8;GBP;Urbii Lightning Usb Cable. Lightning to USB cable. Ideal for charging and syncing your Apple devices. Made for iPhone and iPad;SUPPLIER;;;;;;
Tesco 8 Mini Salted Caramel Tarts 160G;https://www.tesco.com/groceries/en-GB/products/312829666;3;GBP;Shortcrust pastry tarts with a salted caramel filling and decorated with white chocolate pieces.;TESCO;4.3;3;Pack size: 160G;;;8 Servings
Lees 6 Snowballs 110G;https://www.tesco.com/groceries/en-GB/products/273581164;0.7;GBP;Mallow covered with chocolate flavoured coating and desiccated coconut. 79 calories per snowball,Gluten free,No artificial flavours,Suitable for vegetarians;LEES OF SCOTLAND;3.9;11;Pack size: 110G;Mallow (59%) (Glucose Syrup (Sulphites), Sugar, Reconstituted Dried Egg White, Rice Flour, Stabiliser (Propylene Glycol Alginate)), Desiccated Coconut (Sulphites) (16%), Sugar, Vegetable Fats (Palm Kernel, Palm, Shea), Whey Powder (Milk), Fat Reduced Cocoa Powder, Emulsifiers (Soya Lecithin, Polyglycerol Polyricinoleate), Flavouring;;
Monopoly Deal Card Game;https://www.tesco.com/groceries/en-GB/products/303294775;6;GBP;Monopoly Deal Card Game;HASBRO;;;;;;
Saint Agur Blue Cheese 150G;https://www.tesco.com/groceries/en-GB/products/252890607;2.75;GBP;Blue Veined Full Fat Soft Cheese. Use it to add a kick to your favourite recipes, hot or cold and check out www.thecheeselover.co.uk for more inspiration. Blue Veined Full Fat Soft Cheese,Made from pasteurized cows' milk,Cheese strength: 3,Rich and creamy blue cheese;ST AGUR;4.9;21;Pack size: 150G;;;This pack contains approximately 5 x 30g servings
Betty Crocker Red Velvet Cake Mix 425G;https://www.tesco.com/groceries/en-GB/products/289584856;3;GBP;Red Colour Chocolate Cake Mix. General Mills Cocoa Commitment - 100% of the cocoa in this product supports programs which invest in farming practices and livelihoods of small farmers and their communities.. See: generalmills.com/cocoa for more details.. Find more tips & tricks at www.bettycrocker.co.uk. Perfect to bake up memories with the kids!,No Artificial Colours or Preservatives;BETTY CROCKER;3.8;10;Pack size: 425G;Sugar, Wheat Flour, Palm Fat, Fat-Reduced Cocoa Powder (3%), Raising Agents (Calcium Phosphates, Sodium Carbonates), Corn Starch, Emulsifiers (Propane-1, 2-Diol Esters of Fatty Acids, Mono- and Diglycerides of Fatty Acids Sodium Stearoyl-2-Lactylate), Salt, Stabiliser (Xanthan Gum), Colours (Carmines, Paprika Extract), Flavourings, Flour Treatment Agent (Ascorbic Acid);;12 Servings
Daz Washing Powder Whites & Colours 75 Wash 4.875Kg;https://www.tesco.com/groceries/en-GB/products/312694766;9;GBP;Daz Wsh Powder Whites & Colours 75 Wash 4.875kg . Washing Powder that removes stains from the 1st wash (POW!),Cleans AND Reveals vibrant colours (Amazing, right?),Dissolves SUPER fast (WOW) with it's ANTI-RESIDUE TECHNOLOGY: unique technology for quick dissolution, preventing from powder residues,Cleans Deep (Seriously);DAZ;5;1;Pack size: 4.875KG;5-15% Anionic Surfactants, <5% Non-Ionic Surfactants, Phosphonates, Polycarboxylates, Zeolites, Enzymes, Optical Brighteners, Perfumes;;
Tesco Adult Dog Mixed Selection In Gravy 12X400g;https://www.tesco.com/groceries/en-GB/products/308450387;8.15;GBP;A complete pet food for adult dogs aged 1-7 years.;TESCO PET;4.3;15;Pack size: 4.8KG;;;12 Servings
Sparkling Vimto 2 Litre Bottle;https://www.tesco.com/groceries/en-GB/products/254857962;1.5;GBP;Carbonated mixed fruit juice drink with flavourings, sugar and sweeteners. Suitable for vegetarians;VIMTO;4;3;Pack size: 2L;Carbonated Water, Sugar, Mixed Fruit Juices from Concentrate 3% (Grape, Blackcurrant, Raspberry), Acid (Citric Acid), Vimto Flavouring (including Natural Extracts of Fruits, Herbs, Barley Malt and Spices), Colouring Food (Concentrates of Carrot, Hibiscus), Natural Flavouring, Preservatives (Potassium Sorbate, Sodium Benzoate), Antioxidant (Ascorbic Acid), Sweeteners (Sucralose, Acesulfame K);;This bottle contains 8 servings
Lindt Milk Chocolate Snowman 40G;https://www.tesco.com/groceries/en-GB/products/301715593;1.25;GBP;Milk Chocolate;LINDT;1;2;Pack size: 40G;Sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Lactose, Skimmed Milk Powder, Emulsifier (Soya Lecithin), Barley Malt Extract, Flavouring, Cocoa Solids: 30% min, Milk Solids: 14% min.;;
Sensodyne Nourish Gently Soothing Toothpaste 75Ml;https://www.tesco.com/groceries/en-GB/products/310675003;4.5;GBP;Sensodyne Nourish Gently Soothing Toothpaste 75ml;SENSODYNE;4.5;257;Pack size: 75ML;Aqua, Sorbitol, Hydrated Silica, Glycerin, Potassium Nitrate, Sodium Lauryl Sulfate, Aroma, Cocos Nucifera (Coconut) Oil, Xanthan Gum, Cocamidopropyl Betaine, Sodium Saccharin, Sodium Fluoride, Titanium Dioxide, Limonene, Aloe Barbadensis Leaf Extract. Contains Sodium Fluoride 0.315% w/w (1450 ppm fluoride).;;
Princes Mackerel Fillets Olive Oil 125G;https://www.tesco.com/groceries/en-GB/products/311788692;1.5;GBP;Mackerel fillets in olive oil (28%). Need tasty and easy recipes?. You'll find them at princes.co.uk. Skinless & Boneless,High in Protein,High in Omega 3;PRINCES;5;2;Pack size: 82G;Mackerel Fillets [Fish], Olive Oil (28%), Water, Salt;;
Colour Change Squish Ball;https://www.tesco.com/groceries/en-GB/products/309899119;2.25;GBP;Colour Change Squish Ball. Squishy fidget toy,Colour change effect when squeezed,Alternative stress ball;GROSSMAN;1;1;;;;
Tesco Free From Korma Cooking Sauce 500G;https://www.tesco.com/groceries/en-GB/products/287547213;1;GBP;A mildly spiced creamy sauce with coconut.;FREE FROM;2.8;9;Pack size: 500G;;;4 Servings
Staedtler Design Journey Lettering Penx12;https://www.tesco.com/groceries/en-GB/products/311261203;8;GBP;STAEDTLER DESIGN JOURNEY LETTERING PENx12 . Discover & create design journey,Draw, Write, Paint,Handlettering,Brush lettering;STAEDTLER;;;;;;
Core Supply Ceramic Cat Bowl;https://www.tesco.com/groceries/en-GB/products/311422244;4;GBP;Core Supply Ceramic Cat Bowl ;CORE SUPPLY CO;;;;;;
Yeo Valley Organic Fruity Favourites Yogurt 4X110g;https://www.tesco.com/groceries/en-GB/products/312714871;2.4;GBP;Yeo Valley Organic Fruity Favourites Yogurt 4X110g. You've just earned 10 yeokens. Spend Your Yeokens On. Discounts, goodies & prizes. Events in the Valley. Look inside the sleeve for your Yeokens code. Simply enter the 14-letter one at yv.tc to collect. Terms & Conditions: UK, IOM and CI only. 18+. Purchase required. To register, for details of the rewards and for full term & conditions visit yeovalley.co.uk/yeokens. We will give you 3 months' notice prior to end of scheme. Yeo marketing ltd.. Design: BIGFISH.CO.UK. Organic British Milk,4 fab flavours,Strawberry, peach & apricot, blackcurrant, raspberry,Gluten free,Suitable for vegetarians;YEO VALLEY;;;Pack size: 440G;Strawberry Yogurt: Organic Whole Milk Yogurt, Organic Strawberries (5%), Organic Sugar (4.9%), Organic Maize Starch, Natural Flavouring, Organic Concentrated Elderberry Juice, Organic Concentrated Lemon Juice, Raspberry Yogurt: Organic Whole Milk Yogurt, Organic Raspberries (5%), Organic Sugar (4.9%), Organic Maize Starch, Natural Flavouring, Organic Concentrated Elderberry Juice, Organic Concentrated Lemon Juice, Peach & Apricot Yogurt: Organic Whole Milk Yogurt, Organic Sugar (4.9%), Organic Peach (1.5%), Organic Apricot (1.5%), Organic Peach Purée (0.6%), Organic Apricot Purée (0.6%), Organic Maize Starch, Natural Flavourings, Organic Concentrated Lemon Juice, Blackcurrant Yogurt: Organic Whole Milk Yogurt, Organic Blackcurrant (5%), Organic Sugar (5%), Organic Maize Starch, Natural Flavouring, Organic Concentrated Lemon Juice, Contains the following Live Cultures: Bifidobacterium, Lactobacillus Acidophilus, Streptococcus Thermophilus;;
Whaoo 6 Caramel Filled Crepes 192G;https://www.tesco.com/groceries/en-GB/products/309206814;2.1;GBP;6 Caramel Flavour Filled Crêpes. Learn how to name my friends and I in both French and Spanish by visiting our website at whaoo-uk.com. Let's have fun by playing 'Spell the Word' game at the bottom of our webpage. Find us on Facebook and Instagram @whaoo.uk. No palm oil,No artificial colours, flavours or preservatives,Suitable for vegetarians;WHAOO;3.3;4;Pack size: 192G;"Crêpe (62.5%), Caramel Flavour Filling (37.5%), Crêpe Contains: Cow's Milk, Wheat Flour, Sugar, Eggs, Concentrated Butter (Cow's Milk), Sunflower Oil, Salt, Caramel Flavour Filling Contains: Dulce de Leche (75%) (Sweetened Condensed Whole Cow's Milk (Condensed Cows Milk, Sugar), Glucose Syrup, Sugar, Water, Acidity Regulator: Sodium Citrate; Salt), Glucose-Fructose Syrup, Humectant: Glycerol; Whole Cow's Milk Powder, Gelling Agent: Pectins; Flavouring (Caramel), Emulsifier: Mono- and Diglycerides of Fatty Acids";;
L'oreal Paris Preference 5 Palma Brown;https://www.tesco.com/groceries/en-GB/products/255317172;10;GBP;L'oreal Paris Preference 5 Palma Brown. Up to 8 weeks of fade-defying colour,Lustrous day-1 colour and shine,Ultra-intense;L'OREAL;4.4;1373;;1242579 - Colourant Gel: Aqua / Water, Trideceth-2 Carboxamide MEA, Propylene Glycol, Hexylene Glycol, PEG-2 Oleamine, Polyglyceryl-4 Oleyl Ether, Oleyl Alcohol, Alcohol Denat., Ammonium Hydroxide, Polyglyceryl-2 Oleylether, Oleic Acid, Sodium Diethylaminopropyl Cocoaspartamide, 2, 4-Diaminophenoxyethanol HCL, m-Aminophenol, Sodium Metabisulfite, Thioglycerin, Toluene-2, 5-Diamine, Ammonium Acetate, N, N-Bis(2-Hydroxyethyl)-p-henylenediamine Sulfate, Resorcinol, EDTA, Erythorbic Acid, Parfum / Fragrance (F.I.L. C234369/1), 1152439 - Developer Cream: Aqua / Water, Hydrogen Peroxide, Cetearyl Alcohol, Sodium Salicylate, Trideceth-2 Carboxamide MEA, Phosphoric Acid, Ceteareth-25, Tetrasodium Etidronate, Tetrasodium Pyrophosphate, Glycerin (F.I.L. C202318/2), 1217043 A - Shine Protect Conditioner: Aqua / Water, Cetearyl Alcohol, Glycerin, Behentrimonium Chloride, Candelilla Cera / Candelilla Wax, Amodimethicone, Cetyl Esters, Isopropyl Alcohol, Tocopheryl Acetate, Sodium PCA, Phenoxyethanol, Ethylhexyl Salicylate, Trideceth-6, Chlorhexidine Digluconate, Limonene, Camelina Sativa Seed Oil, Linalool, Benzyl Alcohol, Benzyl Benzoate, Geraniol, Cetrimonium Chloride, Citronellol, Hexyl Cinnamal, Amyl Cinnamal, Parfum / Fragrance (F.I.L. C232981/1), 1200281 - Precious Oil: PPG-5-Ceteth-20, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Parfum / Fragrance, Cocos Nucifera Oil / Coconut Oil, Tocopherol, Camellia Oleifera Seed Oil (F.I.L. C234136/1);;
Nivea Men Black & White Power Antiperspirant Deodorant 250Ml;https://www.tesco.com/groceries/en-GB/products/268179886;2;GBP;Nivea Men Black & White Power Antiperspirant Deodorant 250Ml. White mark protection for black clothes,Anti-yellow staining for white clothes, keeping them white for longer,48h effective anti-perspirant protection & NIVEA® MEN Care Complex,Skin tolerance dermatologically approved,0% ethyl alcohol;NIVEA;4.5;74;Pack size: 250ML;Butane, Isobutane, Propane, Cyclomethicone, Aluminum Chlorohydrate, Isopropyl Palmitate, C12-15 Alkyl Benzoate, Palmitamidopropyltrimonium Chloride, Octyldodecanol, Propylene Glycol, Disteardimonium Hectorite, Propylene Carbonate, Dimethiconol, Linalool, Limonene, Geraniol, Parfum;;
Tesco Panko Breadcrumbs 150G;https://www.tesco.com/groceries/en-GB/products/268582625;1.75;GBP;Dried white panko style breadcrumbs.;TESCO;4.3;10;Pack size: 150G;;;6 Servings
Smart Protein Powder Salted Caramel 510G;https://www.tesco.com/groceries/en-GB/products/308116726;16;GBP;High Protein Powder with Sweetener. 19g Protein,0.9g Sugar,Perfect for Mousse, Recipes, Shake;SMART;2.7;3;Pack size: 510G;Whey Protein Concentrate (Milk), Milk Protein Concentrate, Whole Grain Oat Flour (Gluten), Flavourings, Sodium Chloride, Stabilisers (Acacia Gum, Xanthan Gum, Guar Gum), Sweetener (Sucralose);;17 Servings
Scott & Lawson 3 in 1 Trainer Cleaning Kit;https://www.tesco.com/groceries/en-GB/products/311805166;7;GBP;SCOTT & LAWSON TRAINER CLEANING KIT WITH CLOTH . 100ml cleaning fluid, cloth, cleaning brush,On the go or at home;SCOTT & LAWSON;;;;;;
Cantu Hydrating Cream Conditioner 400Ml;https://www.tesco.com/groceries/en-GB/products/302009736;7;GBP;Sulfate-Free Hydrating Cream Conditioner. For natural hair,Helps hair retain natural oils,Reveals healthier, hydrated hair,Great for natural & colored hair,No mineral oil, sulfates, parabens, silicones, phthalates, paraffin or propylene glycol;CANTU;4.4;17;Pack size: 400ML;Aqua (Water), Stearyl Alcohol, Cetyl Alcohol, Butyrospermum Parkii (Shea) Butter, Stearamidopropyl Dimethylamine, Glyceryl Stearate, Phenoxyethanol, Parfum (Fragrance), Neopentyl Glycol Diheptanoate, Lactic Acid, Isododecane, Ethylhexylglycerin, Polyester-11, Panthenol, Disodium EDTA, Benzyl Benzoate;;
Yellow Tail Malbec 75Cl;https://www.tesco.com/groceries/en-GB/products/293736545;7;GBP;Malbec. Wine of South Eastern, Australia,Crafted by The Casella Family;YELLOW TAIL;5;12;Pack size: 75CL;;13.5% vol;
Tesco Stemless Prosecco 4 Pack;https://www.tesco.com/groceries/en-GB/products/308434672;6;GBP;Tesco Stemless Prosecco 4 Pack;TESCO HOME;5;1;;;;
Monster Ultra White Multipack 4 X 500Ml;https://www.tesco.com/groceries/en-GB/products/294085564;4.85;GBP;Carbonated Energy Drink with Taurine, Ginseng, Caffeine, L-Carnitine and B Vitamins with Sweeteners. Some people are impossible to please. As soon as they get what they thought they wanted they always want more. Our team riders and Monster Girls are no different….. they've been dropping some hints lately.. They've been asking us for a new Monster drink. A little less sweet, lighter-tasting and zero calories, but with a full load of our Monster energy blend.. Sure, white is the new black. We went all out: Monster Energy Ultra. Unleash the Ultra Beast. Facebook. Instagram. Twitter. YouTube. Zero calorie and sugar,This product is GMO free,This product is gluten free,This product is allergen free,This product is suitable for vegetarians/vegans;MONSTER;4;1;Pack size: 2000ML;Carbonated Water, Acid (Citric Acid), Taurine (0.4%), Acidity Regulator (Sodium Citrate), Flavourings, Panax Ginseng Root Extract (0.08%), Sweeteners (Sucralose, Acesulfame K), Caffeine (0.03%), Preservatives (Sorbic Acid, Benzoic Acid), L-Carnitine L-Tartrate (0.015%), Vitamins (B3, B5, B6, B12), Sodium Chloride, D-Glucronolactone, Guarana Seed Extract (0.002%), Inositol;;
Felix As Good As It Looks Senior Cat Food Fish 12 X 100G;https://www.tesco.com/groceries/en-GB/products/266411671;4.5;GBP;Complete pet food for cats aged 7+ years. A great selection of fish dishes for your senior cat to enjoy,Complete food for senior cats with delicious flavours of trout, sardine, tuna and salmon,Designed for senior cats of age 7+ to keep them healthy and supported in their older years,Packaged in individual pouches to preserve freshness and retain the delicious flavours,Complete and balanced cat food that your senior cat can enjoy. With added vitamins and minerals to help support natural defences;FELIX;4.6;123;Pack size: 1200G;;;
Quorn Spinach And Red Pepper Slices 100G;https://www.tesco.com/groceries/en-GB/products/297661822;2.4;GBP;Meat free savoury flavour slices, made with mycoprotein, with spinach and red pepper pieces. Deliciously meat free,High in Protein,Low in Saturated Fat,Vegetarian Society Approved;QUORN;4.4;14;Pack size: 100G;Mycoprotein (60%), Low Fat Soft Cheese (Milk), Rehydrated Free Range Egg White, Milk Proteins, Spinach, Rapeseed Oil, Green Pesto [Basil Paste (Basil, Sunflower Oil, Salt), Sunflower Oil, Italian Style Hard Cheese (Milk), Garlic Purée], Flavourings (contains Colour: Iron Oxide), Wheat Flour, Dried Red Peppers, Preservatives: Lactic Acid, Potassium Sorbate;;Serves 4
Tesco Free From 14 Brownie Mini Bites;https://www.tesco.com/groceries/en-GB/products/308838131;2.6;GBP;14 Gluten free mini brownie bites made with Belgian dark chocolate, rice flour and almonds.;FREE FROM;5;5;;;;14 Servings
Felix Tasty Shreds Mixed Selection In Gravy 40X80g;https://www.tesco.com/groceries/en-GB/products/305855086;14;GBP;Complete pet food for adult cats. With beef, chicken, salmon or tuna,100% Complete and balanced,No added artificial colourants, flavourings or preservatives,Vitamins D & E,Source of Omega 6 Fatty Acid;FELIX;4.4;68;Pack size: 3200G;;;
Fox & Ivy Silver Sateen Stripe Duvet Set Double;https://www.tesco.com/groceries/en-GB/products/306384255;28;GBP;Fox & Ivy Sateen Stripe Duvet Set Double. Double Duvet Set with 2 Pillowcases Included,200 Thread Count Pure Cotton Sateen,Beautifully smooth and crisp;Fox & Ivy;2;1;;;;
Tilda Kids Sunshine Vegetable Rice 125G;https://www.tesco.com/groceries/en-GB/products/298597349;1.15;GBP;Basmati rice bursting with butternut squash, sweetcorn and carrots. A lovely sunny and gentle recipe for your little ones that goes perfectly with everything, from sausages or chicken to tofu!. Perfect for children who are weaned and happily eating solid food, Tilda Kids is a delicious range of rice and vegetables that have been especially developed with younger palates in mind. Every pouch is bursting with yummy, natural ingredients and hidden veggies meaning every pack counts as 1 of your child's 5-a-day! The entire range of five variants is gluten-free and vegetarian, with four variants also dairy-free and suitable for vegans. Delicious on their own or with chicken, fish, meatballs or more vegetables, Tilda Kids not only makes meal-times easy - but delicious and healthy too! What's more, they are ready in only 40 seconds in the microwave or just 3 minutes in a pan. The perfect cupboard essential for busy parents!. Genuine goodness,1 of your 5 day,Suitable for children who are weaned & happily eating solid food,Gluten free,Suitable for vegetarians;TILDA;5;2;Pack size: 125G;Natural Basmati Rice - Steamed (58%), Vegetables (38%) (Butternut Squash, Carrots, Sweetcorn, Onions), Sunflower Oil, Vegetable Stock Powder (Rice Flour, Salt, Onions, Parsnips, Carrots, Olive Oil, Turmeric, Parsley), Tomato Paste, Turmeric, Garlic;;1 Serving per pack
New Covent Garden Soup Co Mushroom Soup 560G;https://www.tesco.com/groceries/en-GB/products/307750009;2;GBP;Mushroom, parsley and thyme soup. Enjoy as part of a varied and balanced diet and a healthy lifestyle. 108 calories per 1/2 pack,Naturally Good Fuel,1 of 5 a day,Low saturated fat,Low fat,Vegetarian Society Approved - Vegan;NEW COVENT GARDEN;2.2;13;Pack size: 560G;Mushroom (37%), Water, Potato, Onion, Cornflour, Rapeseed Oil, Mushroom Stock [Rehydrated Mushroom (Mushroom Concentrate, Water, Mushroom Powder) Salt, Cornflour], Salt, Parsley, Thyme, Black Pepper;;Pack contains 2 x 280g servings
Tesco Tubular Bandage Size C 6.75 X 1M;https://www.tesco.com/groceries/en-GB/products/277843085;2.25;GBP;Tesco Health Small Tubular Bandage;TESCO;;;;;;
